,s80,p80,SAR
996,0.04,0.6,0.5
997,0.04,0.6,0.51
998,0.04,0.6,0.52
999,0.04,0.6,0.53
1000,0.04,0.6,0.54
1001,0.04,0.6,0.55
1002,0.04,0.6,0.56
1003,0.04,0.6,0.57
1004,0.04,0.6,0.58
1005,0.04,0.6,0.59
1006,0.04,0.6,0.6
1007,0.04,0.62,0.34
1008,0.04,0.62,0.35
1009,0.04,0.62,0.36
1010,0.04,0.62,0.37
1011,0.04,0.62,0.38
1012,0.04,0.62,0.39
1013,0.04,0.62,0.4
1014,0.04,0.62,0.41
1015,0.04,0.62,0.42
1016,0.04,0.62,0.43
1017,0.04,0.62,0.44
1018,0.04,0.62,0.45
1019,0.04,0.62,0.46
1020,0.04,0.62,0.47
1021,0.04,0.62,0.48
1022,0.04,0.62,0.49
1023,0.04,0.62,0.5
1024,0.04,0.62,0.51
1025,0.04,0.62,0.52
1026,0.04,0.62,0.53
1027,0.04,0.62,0.54
1028,0.04,0.62,0.55
1029,0.04,0.62,0.56
1030,0.04,0.62,0.57
1031,0.04,0.62,0.58
1032,0.04,0.62,0.59
1033,0.04,0.62,0.6
1034,0.04,0.64,0.34
1035,0.04,0.64,0.35
1036,0.04,0.64,0.36
1037,0.04,0.64,0.37
1038,0.04,0.64,0.38
1039,0.04,0.64,0.39
1040,0.04,0.64,0.4
1041,0.04,0.64,0.41
1042,0.04,0.64,0.42
1043,0.04,0.64,0.43
1044,0.04,0.64,0.44
1045,0.04,0.64,0.45
1046,0.04,0.64,0.46
1047,0.04,0.64,0.47
1048,0.04,0.64,0.48
1049,0.04,0.64,0.49
1050,0.04,0.64,0.5
1051,0.04,0.64,0.51
1052,0.04,0.64,0.52
1053,0.04,0.64,0.53
1054,0.04,0.64,0.54
1055,0.04,0.64,0.55
1056,0.04,0.64,0.56
1057,0.04,0.64,0.57
1058,0.04,0.64,0.58
1059,0.04,0.64,0.59
1060,0.04,0.64,0.6
1061,0.04,0.66,0.35
1062,0.04,0.66,0.36
1063,0.04,0.66,0.37
1064,0.04,0.66,0.38
1065,0.04,0.66,0.39
1066,0.04,0.66,0.4
1067,0.04,0.66,0.41
1068,0.04,0.66,0.42
1069,0.04,0.66,0.43
1070,0.04,0.66,0.44
1071,0.04,0.66,0.45
1072,0.04,0.66,0.46
1073,0.04,0.66,0.47
1074,0.04,0.66,0.48
1075,0.04,0.66,0.49
1076,0.04,0.66,0.5
1077,0.04,0.66,0.51
1078,0.04,0.66,0.52
1079,0.04,0.66,0.53
1080,0.04,0.66,0.54
1081,0.04,0.66,0.55
1082,0.04,0.66,0.56
1083,0.04,0.66,0.57
1084,0.04,0.66,0.58
1085,0.04,0.66,0.59
1086,0.04,0.66,0.6
1087,0.04,0.68,0.35
1088,0.04,0.68,0.36
1089,0.04,0.68,0.37
1090,0.04,0.68,0.38
1091,0.04,0.68,0.39
1092,0.04,0.68,0.4
1093,0.04,0.68,0.41
1094,0.04,0.68,0.42
1095,0.04,0.68,0.43
1096,0.04,0.68,0.44
1097,0.04,0.68,0.45
1098,0.04,0.68,0.46
1099,0.04,0.68,0.47
1100,0.04,0.68,0.48
1101,0.04,0.68,0.49
1102,0.04,0.68,0.5
1103,0.04,0.68,0.51
1104,0.04,0.68,0.52
1105,0.04,0.68,0.53
1106,0.04,0.68,0.54
1107,0.04,0.68,0.55
1108,0.04,0.68,0.56
1109,0.04,0.68,0.57
1110,0.04,0.68,0.58
1111,0.04,0.68,0.59
1112,0.04,0.68,0.6
1113,0.04,0.7,0.35
1114,0.04,0.7,0.36
1115,0.04,0.7,0.37
1116,0.04,0.7,0.38
1117,0.04,0.7,0.39
1118,0.04,0.7,0.4
1119,0.04,0.7,0.41
1120,0.04,0.7,0.42
1121,0.04,0.7,0.43
1122,0.04,0.7,0.44
1123,0.04,0.7,0.45
1124,0.04,0.7,0.46
1125,0.04,0.7,0.47
1126,0.04,0.7,0.48
1127,0.04,0.7,0.49
1128,0.04,0.7,0.5
1129,0.04,0.7,0.51
1130,0.04,0.7,0.52
1131,0.04,0.7,0.53
1132,0.04,0.7,0.54
1133,0.04,0.7,0.55
1134,0.04,0.7,0.56
1135,0.04,0.7,0.57
1136,0.04,0.7,0.58
1137,0.04,0.7,0.59
1138,0.04,0.7,0.6
1139,0.04,0.72,0.35
1140,0.04,0.72,0.36
1141,0.04,0.72,0.37
1142,0.04,0.72,0.38
1143,0.04,0.72,0.39
1144,0.04,0.72,0.4
1145,0.04,0.72,0.41
1146,0.04,0.72,0.42
1147,0.04,0.72,0.43
1148,0.04,0.72,0.44
1149,0.04,0.72,0.45
1150,0.04,0.72,0.46
1151,0.04,0.72,0.47
1152,0.04,0.72,0.48
1153,0.04,0.72,0.49
1154,0.04,0.72,0.5
1155,0.04,0.72,0.51
1156,0.04,0.72,0.52
1157,0.04,0.72,0.53
1158,0.04,0.72,0.54
1159,0.04,0.72,0.55
1160,0.04,0.72,0.56
1161,0.04,0.72,0.57
1162,0.04,0.72,0.58
1163,0.04,0.72,0.59
1164,0.04,0.72,0.6
1165,0.04,0.74,0.35
1166,0.04,0.74,0.36
1167,0.04,0.74,0.37
1168,0.04,0.74,0.38
1169,0.04,0.74,0.39
1170,0.04,0.74,0.4
1171,0.04,0.74,0.41
1172,0.04,0.74,0.42
1173,0.04,0.74,0.43
1174,0.04,0.74,0.44
1175,0.04,0.74,0.45
1176,0.04,0.74,0.46
1177,0.04,0.74,0.47
1178,0.04,0.74,0.48
1179,0.04,0.74,0.49
1180,0.04,0.74,0.5
1181,0.04,0.74,0.51
1182,0.04,0.74,0.52
1183,0.04,0.74,0.53
1184,0.04,0.74,0.54
1185,0.04,0.74,0.55
1186,0.04,0.74,0.56
1187,0.04,0.74,0.57
1188,0.04,0.74,0.58
1189,0.04,0.74,0.59
1190,0.04,0.74,0.6
1191,0.04,0.76,0.35
1192,0.04,0.76,0.36
1193,0.04,0.76,0.37
1194,0.04,0.76,0.38
1195,0.04,0.76,0.39
1196,0.04,0.76,0.4
1197,0.04,0.76,0.41
1198,0.04,0.76,0.42
1199,0.04,0.76,0.43
1200,0.04,0.76,0.44
1201,0.04,0.76,0.45
1202,0.04,0.76,0.46
1203,0.04,0.76,0.47
1204,0.04,0.76,0.48
1205,0.04,0.76,0.49
1206,0.04,0.76,0.5
1207,0.04,0.76,0.51
1208,0.04,0.76,0.52
1209,0.04,0.76,0.53
1210,0.04,0.76,0.54
1211,0.04,0.76,0.55
1212,0.04,0.76,0.56
1213,0.04,0.76,0.57
1214,0.04,0.76,0.58
1215,0.04,0.76,0.59
1216,0.04,0.76,0.6
1217,0.04,0.78,0.36
1218,0.04,0.78,0.37
1219,0.04,0.78,0.38
1220,0.04,0.78,0.39
1221,0.04,0.78,0.4
1222,0.04,0.78,0.41
1223,0.04,0.78,0.42
1224,0.04,0.78,0.43
1225,0.04,0.78,0.44
1226,0.04,0.78,0.45
1227,0.04,0.78,0.46
1228,0.04,0.78,0.47
1229,0.04,0.78,0.48
1230,0.04,0.78,0.49
1231,0.04,0.78,0.5
1232,0.04,0.78,0.51
1233,0.04,0.78,0.52
1234,0.04,0.78,0.53
1235,0.04,0.78,0.54
1236,0.04,0.78,0.55
1237,0.04,0.78,0.56
1238,0.04,0.78,0.57
1239,0.04,0.78,0.58
1240,0.04,0.78,0.59
1241,0.04,0.78,0.6
1242,0.04,0.8,0.36
1243,0.04,0.8,0.37
1244,0.04,0.8,0.38
1245,0.04,0.8,0.39
1246,0.04,0.8,0.4
1247,0.04,0.8,0.41
1248,0.04,0.8,0.42
1249,0.04,0.8,0.43
1250,0.04,0.8,0.44
1251,0.04,0.8,0.45
1252,0.04,0.8,0.46
1253,0.04,0.8,0.47
1254,0.04,0.8,0.48
1255,0.04,0.8,0.49
1256,0.04,0.8,0.5
1257,0.04,0.8,0.51
1258,0.04,0.8,0.52
1259,0.04,0.8,0.53
1260,0.04,0.8,0.54
1261,0.04,0.8,0.55
1262,0.04,0.8,0.56
1263,0.04,0.8,0.57
1264,0.04,0.8,0.58
1265,0.04,0.8,0.59
1266,0.04,0.8,0.6
1267,0.06,0.04,0.15
1268,0.06,0.04,0.16
1269,0.06,0.04,0.17
1270,0.06,0.04,0.18
1271,0.06,0.04,0.19
1272,0.06,0.04,0.2
1273,0.06,0.04,0.21
1274,0.06,0.04,0.22
1275,0.06,0.04,0.23
1276,0.06,0.04,0.24
1277,0.06,0.04,0.25
1278,0.06,0.04,0.26
1279,0.06,0.04,0.27
1280,0.06,0.04,0.28
1281,0.06,0.04,0.29
1282,0.06,0.04,0.3
1283,0.06,0.04,0.31
1284,0.06,0.04,0.32
1285,0.06,0.04,0.33
1286,0.06,0.04,0.34
1287,0.06,0.04,0.35
1288,0.06,0.04,0.36
1289,0.06,0.04,0.37
1290,0.06,0.04,0.38
1291,0.06,0.04,0.39
1292,0.06,0.04,0.4
1293,0.06,0.04,0.41
1294,0.06,0.04,0.42
1295,0.06,0.04,0.43
1296,0.06,0.04,0.44
1297,0.06,0.04,0.45
1298,0.06,0.04,0.46
1299,0.06,0.04,0.47
1300,0.06,0.04,0.48
1301,0.06,0.04,0.49
1302,0.06,0.04,0.5
1303,0.06,0.04,0.51
1304,0.06,0.04,0.52
1305,0.06,0.04,0.53
1306,0.06,0.04,0.54
1307,0.06,0.04,0.55
1308,0.06,0.04,0.56
1309,0.06,0.04,0.57
1310,0.06,0.04,0.58
1311,0.06,0.04,0.59
1312,0.06,0.04,0.6
1313,0.06,0.06,0.18
1314,0.06,0.06,0.19
1315,0.06,0.06,0.2
1316,0.06,0.06,0.21
1317,0.06,0.06,0.22
1318,0.06,0.06,0.23
1319,0.06,0.06,0.24
1320,0.06,0.06,0.25
1321,0.06,0.06,0.26
1322,0.06,0.06,0.27
1323,0.06,0.06,0.28
1324,0.06,0.06,0.29
1325,0.06,0.06,0.3
1326,0.06,0.06,0.31
1327,0.06,0.06,0.32
1328,0.06,0.06,0.33
1329,0.06,0.06,0.34
1330,0.06,0.06,0.35
1331,0.06,0.06,0.36
1332,0.06,0.06,0.37
1333,0.06,0.06,0.38
1334,0.06,0.06,0.39
1335,0.06,0.06,0.4
1336,0.06,0.06,0.41
1337,0.06,0.06,0.42
1338,0.06,0.06,0.43
1339,0.06,0.06,0.44
1340,0.06,0.06,0.45
1341,0.06,0.06,0.46
1342,0.06,0.06,0.47
1343,0.06,0.06,0.48
1344,0.06,0.06,0.49
1345,0.06,0.06,0.5
1346,0.06,0.06,0.51
1347,0.06,0.06,0.52
1348,0.06,0.06,0.53
1349,0.06,0.06,0.54
1350,0.06,0.06,0.55
1351,0.06,0.06,0.56
1352,0.06,0.06,0.57
1353,0.06,0.06,0.58
1354,0.06,0.06,0.59
1355,0.06,0.06,0.6
1356,0.06,0.08,0.19
1357,0.06,0.08,0.2
1358,0.06,0.08,0.21
1359,0.06,0.08,0.22
1360,0.06,0.08,0.23
1361,0.06,0.08,0.24
1362,0.06,0.08,0.25
1363,0.06,0.08,0.26
1364,0.06,0.08,0.27
1365,0.06,0.08,0.28
1366,0.06,0.08,0.29
1367,0.06,0.08,0.3
1368,0.06,0.08,0.31
1369,0.06,0.08,0.32
1370,0.06,0.08,0.33
1371,0.06,0.08,0.34
1372,0.06,0.08,0.35
1373,0.06,0.08,0.36
1374,0.06,0.08,0.37
1375,0.06,0.08,0.38
1376,0.06,0.08,0.39
1377,0.06,0.08,0.4
1378,0.06,0.08,0.41
1379,0.06,0.08,0.42
1380,0.06,0.08,0.43
1381,0.06,0.08,0.44
1382,0.06,0.08,0.45
1383,0.06,0.08,0.46
1384,0.06,0.08,0.47
1385,0.06,0.08,0.48
1386,0.06,0.08,0.49
1387,0.06,0.08,0.5
1388,0.06,0.08,0.51
1389,0.06,0.08,0.52
1390,0.06,0.08,0.53
1391,0.06,0.08,0.54
1392,0.06,0.08,0.55
1393,0.06,0.08,0.56
1394,0.06,0.08,0.57
1395,0.06,0.08,0.58
1396,0.06,0.08,0.59
1397,0.06,0.08,0.6
1398,0.06,0.1,0.21
1399,0.06,0.1,0.22
1400,0.06,0.1,0.23
1401,0.06,0.1,0.24
1402,0.06,0.1,0.25
1403,0.06,0.1,0.26
1404,0.06,0.1,0.27
1405,0.06,0.1,0.28
1406,0.06,0.1,0.29
1407,0.06,0.1,0.3
1408,0.06,0.1,0.31
1409,0.06,0.1,0.32
1410,0.06,0.1,0.33
1411,0.06,0.1,0.34
1412,0.06,0.1,0.35
1413,0.06,0.1,0.36
1414,0.06,0.1,0.37
1415,0.06,0.1,0.38
1416,0.06,0.1,0.39
1417,0.06,0.1,0.4
1418,0.06,0.1,0.41
1419,0.06,0.1,0.42
1420,0.06,0.1,0.43
1421,0.06,0.1,0.44
1422,0.06,0.1,0.45
1423,0.06,0.1,0.46
1424,0.06,0.1,0.47
1425,0.06,0.1,0.48
1426,0.06,0.1,0.49
1427,0.06,0.1,0.5
1428,0.06,0.1,0.51
1429,0.06,0.1,0.52
1430,0.06,0.1,0.53
1431,0.06,0.1,0.54
1432,0.06,0.1,0.55
1433,0.06,0.1,0.56
1434,0.06,0.1,0.57
1435,0.06,0.1,0.58
1436,0.06,0.1,0.59
1437,0.06,0.1,0.6
1438,0.06,0.12,0.22
1439,0.06,0.12,0.23
1440,0.06,0.12,0.24
1441,0.06,0.12,0.25
1442,0.06,0.12,0.26
1443,0.06,0.12,0.27
1444,0.06,0.12,0.28
1445,0.06,0.12,0.29
1446,0.06,0.12,0.3
1447,0.06,0.12,0.31
1448,0.06,0.12,0.32
1449,0.06,0.12,0.33
1450,0.06,0.12,0.34
1451,0.06,0.12,0.35
1452,0.06,0.12,0.36
1453,0.06,0.12,0.37
1454,0.06,0.12,0.38
1455,0.06,0.12,0.39
1456,0.06,0.12,0.4
1457,0.06,0.12,0.41
1458,0.06,0.12,0.42
1459,0.06,0.12,0.43
1460,0.06,0.12,0.44
1461,0.06,0.12,0.45
1462,0.06,0.12,0.46
1463,0.06,0.12,0.47
1464,0.06,0.12,0.48
1465,0.06,0.12,0.49
1466,0.06,0.12,0.5
1467,0.06,0.12,0.51
1468,0.06,0.12,0.52
1469,0.06,0.12,0.53
1470,0.06,0.12,0.54
1471,0.06,0.12,0.55
1472,0.06,0.12,0.56
1473,0.06,0.12,0.57
1474,0.06,0.12,0.58
1475,0.06,0.12,0.59
1476,0.06,0.12,0.6
1477,0.06,0.14,0.24
1478,0.06,0.14,0.25
1479,0.06,0.14,0.26
1480,0.06,0.14,0.27
1481,0.06,0.14,0.28
1482,0.06,0.14,0.29
1483,0.06,0.14,0.3
1484,0.06,0.14,0.31
1485,0.06,0.14,0.32
1486,0.06,0.14,0.33
1487,0.06,0.14,0.34
1488,0.06,0.14,0.35
1489,0.06,0.14,0.36
1490,0.06,0.14,0.37
1491,0.06,0.14,0.38
1492,0.06,0.14,0.39
1493,0.06,0.14,0.4
1494,0.06,0.14,0.41
1495,0.06,0.14,0.42
1496,0.06,0.14,0.43
1497,0.06,0.14,0.44
1498,0.06,0.14,0.45
1499,0.06,0.14,0.46
1500,0.06,0.14,0.47
1501,0.06,0.14,0.48
1502,0.06,0.14,0.49
1503,0.06,0.14,0.5
1504,0.06,0.14,0.51
1505,0.06,0.14,0.52
1506,0.06,0.14,0.53
1507,0.06,0.14,0.54
1508,0.06,0.14,0.55
1509,0.06,0.14,0.56
1510,0.06,0.14,0.57
1511,0.06,0.14,0.58
1512,0.06,0.14,0.59
1513,0.06,0.14,0.6
1514,0.06,0.16,0.25
1515,0.06,0.16,0.26
1516,0.06,0.16,0.27
1517,0.06,0.16,0.28
1518,0.06,0.16,0.29
1519,0.06,0.16,0.3
1520,0.06,0.16,0.31
1521,0.06,0.16,0.32
1522,0.06,0.16,0.33
1523,0.06,0.16,0.34
1524,0.06,0.16,0.35
1525,0.06,0.16,0.36
1526,0.06,0.16,0.37
1527,0.06,0.16,0.38
1528,0.06,0.16,0.39
1529,0.06,0.16,0.4
1530,0.06,0.16,0.41
1531,0.06,0.16,0.42
1532,0.06,0.16,0.43
1533,0.06,0.16,0.44
1534,0.06,0.16,0.45
1535,0.06,0.16,0.46
1536,0.06,0.16,0.47
1537,0.06,0.16,0.48
1538,0.06,0.16,0.49
1539,0.06,0.16,0.5
1540,0.06,0.16,0.51
1541,0.06,0.16,0.52
1542,0.06,0.16,0.53
1543,0.06,0.16,0.54
1544,0.06,0.16,0.55
1545,0.06,0.16,0.56
1546,0.06,0.16,0.57
1547,0.06,0.16,0.58
1548,0.06,0.16,0.59
1549,0.06,0.16,0.6
1550,0.06,0.18,0.26
1551,0.06,0.18,0.27
1552,0.06,0.18,0.28
1553,0.06,0.18,0.29
1554,0.06,0.18,0.3
1555,0.06,0.18,0.31
1556,0.06,0.18,0.32
1557,0.06,0.18,0.33
1558,0.06,0.18,0.34
1559,0.06,0.18,0.35
1560,0.06,0.18,0.36
1561,0.06,0.18,0.37
1562,0.06,0.18,0.38
1563,0.06,0.18,0.39
1564,0.06,0.18,0.4
1565,0.06,0.18,0.41
1566,0.06,0.18,0.42
1567,0.06,0.18,0.43
1568,0.06,0.18,0.44
1569,0.06,0.18,0.45
1570,0.06,0.18,0.46
1571,0.06,0.18,0.47
1572,0.06,0.18,0.48
1573,0.06,0.18,0.49
1574,0.06,0.18,0.5
1575,0.06,0.18,0.51
1576,0.06,0.18,0.52
1577,0.06,0.18,0.53
1578,0.06,0.18,0.54
1579,0.06,0.18,0.55
1580,0.06,0.18,0.56
1581,0.06,0.18,0.57
1582,0.06,0.18,0.58
1583,0.06,0.18,0.59
1584,0.06,0.18,0.6
1585,0.06,0.2,0.27
1586,0.06,0.2,0.28
1587,0.06,0.2,0.29
1588,0.06,0.2,0.3
1589,0.06,0.2,0.31
1590,0.06,0.2,0.32
1591,0.06,0.2,0.33
1592,0.06,0.2,0.34
1593,0.06,0.2,0.35
1594,0.06,0.2,0.36
1595,0.06,0.2,0.37
1596,0.06,0.2,0.38
1597,0.06,0.2,0.39
1598,0.06,0.2,0.4
1599,0.06,0.2,0.41
1600,0.06,0.2,0.42
1601,0.06,0.2,0.43
1602,0.06,0.2,0.44
1603,0.06,0.2,0.45
1604,0.06,0.2,0.46
1605,0.06,0.2,0.47
1606,0.06,0.2,0.48
1607,0.06,0.2,0.49
1608,0.06,0.2,0.5
1609,0.06,0.2,0.51
1610,0.06,0.2,0.52
1611,0.06,0.2,0.53
1612,0.06,0.2,0.54
1613,0.06,0.2,0.55
1614,0.06,0.2,0.56
1615,0.06,0.2,0.57
1616,0.06,0.2,0.58
1617,0.06,0.2,0.59
1618,0.06,0.2,0.6
1619,0.06,0.22,0.28
1620,0.06,0.22,0.29
1621,0.06,0.22,0.3
1622,0.06,0.22,0.31
1623,0.06,0.22,0.32
1624,0.06,0.22,0.33
1625,0.06,0.22,0.34
1626,0.06,0.22,0.35
1627,0.06,0.22,0.36
1628,0.06,0.22,0.37
1629,0.06,0.22,0.38
1630,0.06,0.22,0.39
1631,0.06,0.22,0.4
1632,0.06,0.22,0.41
1633,0.06,0.22,0.42
1634,0.06,0.22,0.43
1635,0.06,0.22,0.44
1636,0.06,0.22,0.45
1637,0.06,0.22,0.46
1638,0.06,0.22,0.47
1639,0.06,0.22,0.48
1640,0.06,0.22,0.49
1641,0.06,0.22,0.5
1642,0.06,0.22,0.51
1643,0.06,0.22,0.52
1644,0.06,0.22,0.53
1645,0.06,0.22,0.54
1646,0.06,0.22,0.55
1647,0.06,0.22,0.56
1648,0.06,0.22,0.57
1649,0.06,0.22,0.58
1650,0.06,0.22,0.59
1651,0.06,0.22,0.6
1652,0.06,0.24,0.29
1653,0.06,0.24,0.3
1654,0.06,0.24,0.31
1655,0.06,0.24,0.32
1656,0.06,0.24,0.33
1657,0.06,0.24,0.34
1658,0.06,0.24,0.35
1659,0.06,0.24,0.36
1660,0.06,0.24,0.37
1661,0.06,0.24,0.38
1662,0.06,0.24,0.39
1663,0.06,0.24,0.4
1664,0.06,0.24,0.41
1665,0.06,0.24,0.42
1666,0.06,0.24,0.43
1667,0.06,0.24,0.44
1668,0.06,0.24,0.45
1669,0.06,0.24,0.46
1670,0.06,0.24,0.47
1671,0.06,0.24,0.48
1672,0.06,0.24,0.49
1673,0.06,0.24,0.5
1674,0.06,0.24,0.51
1675,0.06,0.24,0.52
1676,0.06,0.24,0.53
1677,0.06,0.24,0.54
1678,0.06,0.24,0.55
1679,0.06,0.24,0.56
1680,0.06,0.24,0.57
1681,0.06,0.24,0.58
1682,0.06,0.24,0.59
1683,0.06,0.24,0.6
1684,0.06,0.26,0.3
1685,0.06,0.26,0.31
1686,0.06,0.26,0.32
1687,0.06,0.26,0.33
1688,0.06,0.26,0.34
1689,0.06,0.26,0.35
1690,0.06,0.26,0.36
1691,0.06,0.26,0.37
1692,0.06,0.26,0.38
1693,0.06,0.26,0.39
1694,0.06,0.26,0.4
1695,0.06,0.26,0.41
1696,0.06,0.26,0.42
1697,0.06,0.26,0.43
1698,0.06,0.26,0.44
1699,0.06,0.26,0.45
1700,0.06,0.26,0.46
1701,0.06,0.26,0.47
1702,0.06,0.26,0.48
1703,0.06,0.26,0.49
1704,0.06,0.26,0.5
1705,0.06,0.26,0.51
1706,0.06,0.26,0.52
1707,0.06,0.26,0.53
1708,0.06,0.26,0.54
1709,0.06,0.26,0.55
1710,0.06,0.26,0.56
1711,0.06,0.26,0.57
1712,0.06,0.26,0.58
1713,0.06,0.26,0.59
1714,0.06,0.26,0.6
1715,0.06,0.28,0.3
1716,0.06,0.28,0.31
1717,0.06,0.28,0.32
1718,0.06,0.28,0.33
1719,0.06,0.28,0.34
1720,0.06,0.28,0.35
1721,0.06,0.28,0.36
1722,0.06,0.28,0.37
1723,0.06,0.28,0.38
1724,0.06,0.28,0.39
1725,0.06,0.28,0.4
1726,0.06,0.28,0.41
1727,0.06,0.28,0.42
1728,0.06,0.28,0.43
1729,0.06,0.28,0.44
1730,0.06,0.28,0.45
1731,0.06,0.28,0.46
1732,0.06,0.28,0.47
1733,0.06,0.28,0.48
1734,0.06,0.28,0.49
1735,0.06,0.28,0.5
1736,0.06,0.28,0.51
1737,0.06,0.28,0.52
1738,0.06,0.28,0.53
1739,0.06,0.28,0.54
1740,0.06,0.28,0.55
1741,0.06,0.28,0.56
1742,0.06,0.28,0.57
1743,0.06,0.28,0.58
1744,0.06,0.28,0.59
1745,0.06,0.28,0.6
1746,0.06,0.3,0.31
1747,0.06,0.3,0.32
1748,0.06,0.3,0.33
1749,0.06,0.3,0.34
1750,0.06,0.3,0.35
1751,0.06,0.3,0.36
1752,0.06,0.3,0.37
1753,0.06,0.3,0.38
1754,0.06,0.3,0.39
1755,0.06,0.3,0.4
1756,0.06,0.3,0.41
1757,0.06,0.3,0.42
1758,0.06,0.3,0.43
1759,0.06,0.3,0.44
1760,0.06,0.3,0.45
1761,0.06,0.3,0.46
1762,0.06,0.3,0.47
1763,0.06,0.3,0.48
1764,0.06,0.3,0.49
1765,0.06,0.3,0.5
1766,0.06,0.3,0.51
1767,0.06,0.3,0.52
1768,0.06,0.3,0.53
1769,0.06,0.3,0.54
1770,0.06,0.3,0.55
1771,0.06,0.3,0.56
1772,0.06,0.3,0.57
1773,0.06,0.3,0.58
1774,0.06,0.3,0.59
1775,0.06,0.3,0.6
1776,0.06,0.32,0.32
1777,0.06,0.32,0.33
1778,0.06,0.32,0.34
1779,0.06,0.32,0.35
1780,0.06,0.32,0.36
1781,0.06,0.32,0.37
1782,0.06,0.32,0.38
1783,0.06,0.32,0.39
1784,0.06,0.32,0.4
1785,0.06,0.32,0.41
1786,0.06,0.32,0.42
1787,0.06,0.32,0.43
1788,0.06,0.32,0.44
1789,0.06,0.32,0.45
1790,0.06,0.32,0.46
1791,0.06,0.32,0.47
1792,0.06,0.32,0.48
1793,0.06,0.32,0.49
1794,0.06,0.32,0.5
1795,0.06,0.32,0.51
1796,0.06,0.32,0.52
1797,0.06,0.32,0.53
1798,0.06,0.32,0.54
1799,0.06,0.32,0.55
1800,0.06,0.32,0.56
1801,0.06,0.32,0.57
1802,0.06,0.32,0.58
1803,0.06,0.32,0.59
1804,0.06,0.32,0.6
1805,0.06,0.34,0.33
1806,0.06,0.34,0.34
1807,0.06,0.34,0.35
1808,0.06,0.34,0.36
1809,0.06,0.34,0.37
1810,0.06,0.34,0.38
1811,0.06,0.34,0.39
1812,0.06,0.34,0.4
1813,0.06,0.34,0.41
1814,0.06,0.34,0.42
1815,0.06,0.34,0.43
1816,0.06,0.34,0.44
1817,0.06,0.34,0.45
1818,0.06,0.34,0.46
1819,0.06,0.34,0.47
1820,0.06,0.34,0.48
1821,0.06,0.34,0.49
1822,0.06,0.34,0.5
1823,0.06,0.34,0.51
1824,0.06,0.34,0.52
1825,0.06,0.34,0.53
1826,0.06,0.34,0.54
1827,0.06,0.34,0.55
1828,0.06,0.34,0.56
1829,0.06,0.34,0.57
1830,0.06,0.34,0.58
1831,0.06,0.34,0.59
1832,0.06,0.34,0.6
1833,0.06,0.36,0.33
1834,0.06,0.36,0.34
1835,0.06,0.36,0.35
1836,0.06,0.36,0.36
1837,0.06,0.36,0.37
1838,0.06,0.36,0.38
1839,0.06,0.36,0.39
1840,0.06,0.36,0.4
1841,0.06,0.36,0.41
1842,0.06,0.36,0.42
1843,0.06,0.36,0.43
1844,0.06,0.36,0.44
1845,0.06,0.36,0.45
1846,0.06,0.36,0.46
1847,0.06,0.36,0.47
1848,0.06,0.36,0.48
1849,0.06,0.36,0.49
1850,0.06,0.36,0.5
1851,0.06,0.36,0.51
1852,0.06,0.36,0.52
1853,0.06,0.36,0.53
1854,0.06,0.36,0.54
1855,0.06,0.36,0.55
1856,0.06,0.36,0.56
1857,0.06,0.36,0.57
1858,0.06,0.36,0.58
1859,0.06,0.36,0.59
1860,0.06,0.36,0.6
1861,0.06,0.38,0.34
1862,0.06,0.38,0.35
1863,0.06,0.38,0.36
1864,0.06,0.38,0.37
1865,0.06,0.38,0.38
1866,0.06,0.38,0.39
1867,0.06,0.38,0.4
1868,0.06,0.38,0.41
1869,0.06,0.38,0.42
1870,0.06,0.38,0.43
1871,0.06,0.38,0.44
1872,0.06,0.38,0.45
1873,0.06,0.38,0.46
1874,0.06,0.38,0.47
1875,0.06,0.38,0.48
1876,0.06,0.38,0.49
1877,0.06,0.38,0.5
1878,0.06,0.38,0.51
1879,0.06,0.38,0.52
1880,0.06,0.38,0.53
1881,0.06,0.38,0.54
1882,0.06,0.38,0.55
1883,0.06,0.38,0.56
1884,0.06,0.38,0.57
1885,0.06,0.38,0.58
1886,0.06,0.38,0.59
1887,0.06,0.38,0.6
1888,0.06,0.4,0.34
1889,0.06,0.4,0.35
1890,0.06,0.4,0.36
1891,0.06,0.4,0.37
1892,0.06,0.4,0.38
1893,0.06,0.4,0.39
1894,0.06,0.4,0.4
1895,0.06,0.4,0.41
1896,0.06,0.4,0.42
1897,0.06,0.4,0.43
1898,0.06,0.4,0.44
1899,0.06,0.4,0.45
1900,0.06,0.4,0.46
1901,0.06,0.4,0.47
1902,0.06,0.4,0.48
1903,0.06,0.4,0.49
1904,0.06,0.4,0.5
1905,0.06,0.4,0.51
1906,0.06,0.4,0.52
1907,0.06,0.4,0.53
1908,0.06,0.4,0.54
1909,0.06,0.4,0.55
1910,0.06,0.4,0.56
1911,0.06,0.4,0.57
1912,0.06,0.4,0.58
1913,0.06,0.4,0.59
1914,0.06,0.4,0.6
1915,0.06,0.42,0.35
1916,0.06,0.42,0.36
1917,0.06,0.42,0.37
1918,0.06,0.42,0.38
1919,0.06,0.42,0.39
1920,0.06,0.42,0.4
1921,0.06,0.42,0.41
1922,0.06,0.42,0.42
1923,0.06,0.42,0.43
1924,0.06,0.42,0.44
1925,0.06,0.42,0.45
1926,0.06,0.42,0.46
1927,0.06,0.42,0.47
