s80,p80,SAR,beta
0.4,0.52,0.29,0.0972212418889918
0.4,0.52,0.3,0.10285990474866148
0.4,0.52,0.31,0.10871323034937745
0.4,0.52,0.32,0.11479023309305561
0.4,0.52,0.33,0.12110045536832796
0.4,0.52,0.34,0.1276540017900387
0.4,0.52,0.35,0.13446159840611224
0.4,0.52,0.36,0.14153459371882166
0.4,0.52,0.37,0.14888505228316595
0.4,0.52,0.38,0.1565257833357661
0.4,0.52,0.39,0.16447040303333293
0.4,0.52,0.4,0.1727333972850533
0.4,0.52,0.41,0.1813301906620758
0.4,0.52,0.42,0.19027722203043695
0.4,0.52,0.43,0.19959202758865455
0.4,0.52,0.44,0.2092933319950409
0.4,0.52,0.45,0.21940116694230527
0.4,0.52,0.46,0.22993693459700118
0.4,0.52,0.47,0.24092358889488144
0.4,0.52,0.48,0.25238574125364177
0.4,0.52,0.49,0.26434982036312565
0.4,0.52,0.5,0.2768442409217343
0.4,0.52,0.51,0.28989959574884194
0.4,0.52,0.52,0.30354886495547934
0.4,0.52,0.53,0.31782765367047466
0.4,0.52,0.54,0.33277445513788045
0.4,0.52,0.55,0.34843099348271833
0.4,0.52,0.56,0.36484245259959897
0.4,0.52,0.57,0.38205798176555605
0.4,0.52,0.58,0.40013106330980663
0.4,0.52,0.59,0.419120019744694
0.4,0.52,0.6,0.43908857572993143
0.4,0.54,0.05,0.009578546086045265
0.4,0.54,0.06,0.011781528350416657
0.4,0.54,0.07,0.014081029301996454
0.4,0.54,0.08,0.016478490507057908
0.4,0.54,0.09,0.01897575146979704
0.4,0.54,0.1,0.021574896326546973
0.4,0.54,0.11,0.02427827309498467
0.4,0.54,0.12,0.027088473981719523
0.4,0.54,0.13,0.030008291040713477
0.4,0.54,0.14,0.0330407722058781
0.4,0.54,0.15,0.03618915956514996
0.4,0.54,0.16,0.03945691647741779
0.4,0.54,0.17,0.04284772806755963
0.4,0.54,0.18,0.04636549929741233
0.4,0.54,0.19,0.05001437305919572
0.4,0.54,0.2,0.05379873189227593
0.4,0.54,0.21,0.057723201737651914
0.4,0.54,0.22,0.06179267410308252
0.4,0.54,0.23,0.06601231230355392
0.4,0.54,0.24,0.07038756581823345
0.4,0.54,0.25,0.07492420348296253
0.4,0.54,0.26,0.07962826801834835
0.4,0.54,0.27,0.08450619786350935
0.4,0.54,0.28,0.08956475708832051
0.4,0.54,0.29,0.09481109883753444
0.4,0.54,0.3,0.10025278198963022
0.4,0.54,0.31,0.10589779761955527
0.4,0.54,0.32,0.11175459782024472
0.4,0.54,0.33,0.11783212707370747
0.4,0.54,0.34,0.12413985533616474
0.4,0.54,0.35,0.1306878119550756
0.4,0.54,0.36,0.13748666315564131
0.4,0.54,0.37,0.1445476680810883
0.4,0.54,0.38,0.15188282382182006
0.4,0.54,0.39,0.15950486776341044
0.4,0.54,0.4,0.16742734632614378
0.4,0.54,0.41,0.17566467880762884
0.4,0.54,0.42,0.18423222746323506
0.4,0.54,0.43,0.19314637448943353
0.4,0.54,0.44,0.20242460660462674
0.4,0.54,0.45,0.2120856079039987
0.4,0.54,0.46,0.222149387145405
0.4,0.54,0.47,0.2326373249198725
0.4,0.54,0.48,0.24357238087605732
0.4,0.54,0.49,0.25497919028360605
0.4,0.54,0.5,0.2668842306593003
0.4,0.54,0.51,0.2793159968622173
0.4,0.54,0.52,0.2923051966777942
0.4,0.54,0.53,0.3058849695792263
0.4,0.54,0.54,0.3200911314214918
0.4,0.54,0.55,0.3349624470748255
0.4,0.54,0.56,0.35054099724289767
0.4,0.54,0.57,0.36687238978749254
0.4,0.54,0.58,0.38400631886613285
0.4,0.54,0.59,0.4019969332568958
0.4,0.54,0.6,0.4209033721581745
0.4,0.56,0.05,0.009511616706979678
0.4,0.56,0.06,0.011687600788336394
0.4,0.56,0.07,0.013955775418484065
0.4,0.56,0.08,0.01631753828130083
0.4,0.56,0.09,0.018774668775945563
0.4,0.56,0.1,0.021329160211318646
0.4,0.56,0.11,0.023983251688052428
0.4,0.56,0.12,0.026739411620141675
0.4,0.56,0.13,0.0296002842462181
0.4,0.56,0.14,0.032568766607281134
0.4,0.56,0.15,0.03564792864056294
0.4,0.56,0.16,0.03884104858458807
0.4,0.56,0.17,0.042151613982706185
0.4,0.56,0.18,0.04558331219027318
0.4,0.56,0.19,0.049140065566465226
0.4,0.56,0.2,0.05282600892838139
0.4,0.56,0.21,0.056645500953853255
0.4,0.56,0.22,0.06060317296657632
0.4,0.56,0.23,0.06470389028688647
0.4,0.56,0.24,0.06895279273418313
0.4,0.56,0.25,0.07335530173272238
0.4,0.56,0.26,0.07791715938431387
0.4,0.56,0.27,0.08264438646643951
0.4,0.56,0.28,0.08754336846007142
0.4,0.56,0.29,0.0926208404519698
0.4,0.56,0.3,0.09788391732966431
0.4,0.56,0.31,0.10334011844467618
0.4,0.56,0.32,0.10899739447807508
0.4,0.56,0.33,0.11486415668803299
0.4,0.56,0.34,0.12094930852035113
0.4,0.56,0.35,0.127262277967789
0.4,0.56,0.36,0.13381307293254618
0.4,0.56,0.37,0.14061228297710227
0.4,0.56,0.38,0.14767116684432924
0.4,0.56,0.39,0.15500167983700172
0.4,0.56,0.4,0.16261653251016256
0.4,0.56,0.41,0.17052925002446426
0.4,0.56,0.42,0.17875423731868878
0.4,0.56,0.43,0.1873068507059978
0.4,0.56,0.44,0.1962034765791603
0.4,0.56,0.45,0.20546161796693263
0.4,0.56,0.46,0.21509998955783666
0.4,0.56,0.47,0.22513865708777744
0.4,0.56,0.48,0.23559906038968823
0.4,0.56,0.49,0.2465042577378415
0.4,0.56,0.5,0.2578790081836766
0.4,0.56,0.51,0.269749947541873
0.4,0.56,0.52,0.2821457696983763
0.4,0.56,0.53,0.2950974294809328
0.4,0.56,0.54,0.30863836996568245
0.4,0.56,0.55,0.3228047769441605
0.4,0.56,0.56,0.3376358628129335
0.4,0.56,0.57,0.3531742653906799
0.4,0.56,0.58,0.3694662288505613
0.4,0.56,0.59,0.38656223794744904
0.4,0.56,0.6,0.4045173811049639
0.4,0.58,0.05,0.009451201449533814
0.4,0.58,0.06,0.011602694034005356
0.4,0.58,0.07,0.013842426576498415
0.4,0.58,0.08,0.016171757418291
0.4,0.58,0.09,0.01859241446482434
0.4,0.58,0.1,0.021106310492819632
0.4,0.58,0.11,0.023715588023915546
0.4,0.58,0.12,0.026422606125976356
0.4,0.58,0.13,0.029229875744513495
0.4,0.58,0.14,0.032140161074791604
0.4,0.58,0.15,0.03515637825784273
0.4,0.58,0.16,0.038281640332163996
0.4,0.58,0.17,0.04151925963632675
0.4,0.58,0.18,0.044872725944193156
0.4,0.58,0.19,0.048345788935966125
0.4,0.58,0.2,0.05194228417208721
0.4,0.58,0.21,0.0556664368672283
0.4,0.58,0.22,0.059522582669081454
0.4,0.58,0.23,0.06351533483890406
0.4,0.58,0.24,0.06764955652113165
0.4,0.58,0.25,0.07193037612469382
0.4,0.58,0.26,0.07636321739741063
0.4,0.58,0.27,0.08095377756766196
0.4,0.58,0.28,0.0857080879171636
0.4,0.58,0.29,0.09063251047700031
0.4,0.58,0.3,0.09573376400255727
0.4,0.58,0.31,0.1010189470682641
0.4,0.58,0.32,0.10649556319750499
0.4,0.58,0.33,0.11217154821720055
0.4,0.58,0.34,0.11805530003008488
0.4,0.58,0.35,0.12415570986723795
0.4,0.58,0.36,0.1304821949543321
0.4,0.58,0.37,0.1370447720560189
0.4,0.58,0.38,0.1438540141481209
0.4,0.58,0.39,0.15092119066487492
0.4,0.58,0.4,0.1582582682836254
0.4,0.58,0.41,0.16587797666934812
0.4,0.58,0.42,0.17379386928780843
0.4,0.58,0.43,0.18202039022372873
0.4,0.58,0.44,0.19057294766744215
0.4,0.58,0.45,0.19946799477106877
0.4,0.58,0.46,0.20872311860323375
0.4,0.58,0.47,0.21835715751606102
0.4,0.58,0.48,0.22839025904469865
0.4,0.58,0.49,0.23884406360967972
0.4,0.58,0.5,0.24974180574552296
0.4,0.58,0.51,0.2611084725900624
0.4,0.58,0.52,0.2729709726029245
0.4,0.58,0.53,0.2853583243419112
0.4,0.58,0.54,0.298301868069735
0.4,0.58,0.55,0.31183550319176306
0.4,0.58,0.56,0.3259959544378198
0.4,0.58,0.57,0.3408230686930927
0.4,0.58,0.58,0.356360257931306
0.4,0.58,0.59,0.37265462771587027
0.4,0.58,0.6,0.38975771986569346
0.4,0.6,0.05,0.00939679868118465
0.4,0.6,0.06,0.011526130309617025
0.4,0.6,0.07,0.0137401050553785
0.4,0.6,0.08,0.016040044703669386
0.4,0.6,0.09,0.018427633966081096
0.4,0.6,0.1,0.02090471382668108
0.4,0.6,0.11,0.02347334133444106
0.4,0.6,0.12,0.02613577850652931
0.4,0.6,0.13,0.028894416475254953
0.4,0.6,0.14,0.03175190261172772
0.4,0.6,0.15,0.034711015725915596
0.4,0.6,0.16,0.03777472154490952
0.4,0.6,0.17,0.040946177690916144
0.4,0.6,0.18,0.04422869330503638
0.4,0.6,0.19,0.047625821463772505
0.4,0.6,0.2,0.05114128029406985
0.4,0.6,0.21,0.05477900447251325
0.4,0.6,0.22,0.05854314358182586
0.4,0.6,0.23,0.06243807567848216
0.4,0.6,0.24,0.06646841698862538
0.4,0.6,0.25,0.07063903431610116
0.4,0.6,0.26,0.07495507812164835
0.4,0.6,0.27,0.07942192802764096
0.4,0.6,0.28,0.08404532727061272
0.4,0.6,0.29,0.08883129628693441
0.4,0.6,0.3,0.09378620074523498
0.4,0.6,0.31,0.09891676423328093
0.4,0.6,0.32,0.10423009185840315
0.4,0.6,0.33,0.10973369593398652
0.4,0.6,0.34,0.11543552393033392
0.4,0.6,0.35,0.12134398864672433
0.4,0.6,0.36,0.12746799894310915
0.4,0.6,0.37,0.13381701475783003
0.4,0.6,0.38,0.1404010438780324
0.4,0.6,0.39,0.1472307338558746
0.4,0.6,0.4,0.15431738158122543
0.4,0.6,0.41,0.16167301783340243
0.4,0.6,0.42,0.16931043655720074
0.4,0.6,0.43,0.17724327130219392
0.4,0.6,0.44,0.18548606129738096
0.4,0.6,0.45,0.19405432723483995
0.4,0.6,0.46,0.2029646547310876
0.4,0.6,0.47,0.21223478614605681
0.4,0.6,0.48,0.22188375023389337
0.4,0.6,0.49,0.23193189865365468
0.4,0.6,0.5,0.24240112547895493
0.4,0.6,0.51,0.25331495659818504
0.4,0.6,0.52,0.2646987185233605
0.4,0.6,0.53,0.2765797147271315
0.4,0.6,0.54,0.28898742331793675
0.4,0.6,0.55,0.30195371901397877
0.4,0.6,0.56,0.31551312258900677
0.4,0.6,0.57,0.32970308073671956
0.4,0.6,0.58,0.34456432742660553
0.4,0.6,0.59,0.36014114141264597
0.4,0.6,0.6,0.3764818802142703
0.4,0.62,0.05,0.00934798901137375
0.4,0.62,0.06,0.011457345028005873
0.4,0.62,0.07,0.013648081045290897
0.4,0.62,0.08,0.015921487134651725
0.4,0.62,0.09,0.01827920944220942
0.4,0.62,0.1,0.02072302576653682
0.4,0.62,0.11,0.0232549170367182
0.4,0.62,0.12,0.02587706100119155
0.4,0.62,0.13,0.028591739391110132
0.4,0.62,0.14,0.03140149781534215
0.4,0.62,0.15,0.034308992677546495
0.4,0.62,0.16,0.03731705861574277
0.4,0.62,0.17,0.04042871746773884
0.4,0.62,0.18,0.04364711219868658
0.4,0.62,0.19,0.04697564887188357
0.4,0.62,0.2,0.050417869370817374
0.4,0.62,0.21,0.05397752367335367
0.4,0.62,0.22,0.05765856731741026
0.4,0.62,0.23,0.0614651708657548
0.4,0.62,0.24,0.06540173072380354
0.4,0.62,0.25,0.06947288072931201
0.4,0.62,0.26,0.0736835041854674
0.4,0.62,0.27,0.07803877185727794
0.4,0.62,0.28,0.08254409622152925
0.4,0.62,0.29,0.0872052188642367
0.4,0.62,0.3,0.09202819144773082
0.4,0.62,0.31,0.09701940413836974
0.4,0.62,0.32,0.10218560785778893
0.4,0.62,0.33,0.10753393849754417
0.4,0.62,0.34,0.1130719432616086
0.4,0.62,0.35,0.11880760934517742
0.4,0.62,0.36,0.12474939365015922
0.4,0.62,0.37,0.1309062751171363
0.4,0.62,0.38,0.13728772767677114
0.4,0.62,0.39,0.14390387000970137
0.4,0.62,0.4,0.15076541164119472
0.4,0.62,0.41,0.15788374767499877
0.4,0.62,0.42,0.16527100366742123
0.4,0.62,0.43,0.17294009449085598
0.4,0.62,0.44,0.18090478907612573
0.4,0.62,0.45,0.189179781696055
0.4,0.62,0.46,0.19778077050579193
0.4,0.62,0.47,0.2067245440935156
0.4,0.62,0.48,0.21602909384402277
0.4,0.62,0.49,0.22571367558542962
0.4,0.62,0.5,0.23579898266146243
0.4,0.62,0.51,0.24630724831916892
0.4,0.62,0.52,0.25726240034217684
0.4,0.62,0.53,0.26869022515608265
0.4,0.62,0.54,0.28061855580723793
0.4,0.62,0.55,0.2930774775889653
0.4,0.62,0.56,0.306099563567173
0.4,0.62,0.57,0.31972013788856773
0.4,0.62,0.58,0.33397757156730945
0.4,0.62,0.59,0.3489136859186015
0.4,0.62,0.6,0.364573975952602
0.4,0.64,0.05,0.009304429116716209
0.4,0.64,0.06,0.011395878430071466
0.4,0.64,0.07,0.013565764710999066
0.4,0.64,0.08,0.01581534808520402
0.4,0.64,0.09,0.018146242603499275
0.4,0.64,0.1,0.02056016979182636
0.4,0.64,0.11,0.023059043477077178
0.4,0.64,0.12,0.025644967058645433
0.4,0.64,0.13,0.02832012411437665
0.4,0.64,0.14,0.03108697162546777
0.4,0.64,0.15,0.033948057283532576
0.4,0.64,0.16,0.03690609951564421
0.4,0.64,0.17,0.03996400198437995
0.4,0.64,0.18,0.04312475412487767
0.4,0.64,0.19,0.04639163750631394
0.4,0.64,0.2,0.049768035998903705
0.4,0.64,0.21,0.05325753647106605
0.4,0.64,0.22,0.056863921609345794
0.4,0.64,0.23,0.06059117831234836
0.4,0.64,0.24,0.06444350810069224
0.4,0.64,0.25,0.06842533822982359
0.4,0.64,0.26,0.07254133333195431
0.4,0.64,0.27,0.07679642594194405
0.4,0.64,0.28,0.08119578814887153
0.4,0.64,0.29,0.08574489704733686
0.4,0.64,0.3,0.09044952617126661
0.4,0.64,0.31,0.09531577041190303
0.4,0.64,0.32,0.1003500670839477
0.4,0.64,0.33,0.10555921884458465
0.4,0.64,0.34,0.11095041862325376
0.4,0.64,0.35,0.11653127675708856
0.4,0.64,0.36,0.12230985000004749
0.4,0.64,0.37,0.1282946715406044
0.4,0.64,0.38,0.13449480835229113
0.4,0.64,0.39,0.14091984697917
0.4,0.64,0.4,0.14757999310604414
0.4,0.64,0.41,0.1544860874288444
0.4,0.64,0.42,0.1616496625410284
0.4,0.64,0.43,0.16908299852203587
0.4,0.64,0.44,0.1767991840721187
0.4,0.64,0.45,0.1848121838271821
0.4,0.64,0.46,0.19313691255054768
0.4,0.64,0.47,0.20178931695694655
0.4,0.64,0.48,0.2107864658848133
0.4,0.64,0.49,0.22014667615012345
0.4,0.64,0.5,0.2298895527082942
0.4,0.64,0.51,0.24003619993700662
0.4,0.64,0.52,0.25060931267764447
0.4,0.64,0.53,0.26163334249241404
0.4,0.64,0.54,0.27313467228007865
0.4,0.64,0.55,0.28514181238191716
0.4,0.64,0.56,0.29768562127276604
0.4,0.64,0.57,0.3107995542365498
0.4,0.64,0.58,0.3245199434702591
0.4,0.64,0.59,0.33888634687565145
0.4,0.64,0.6,0.35394183930478296
0.4,0.66,0.05,0.009265851102105887
0.4,0.66,0.06,0.01134137496337638
0.4,0.66,0.07,0.013492702658608614
0.4,0.66,0.08,0.015721066794489473
0.4,0.66,0.09,0.018028054219071225
0.4,0.66,0.1,0.02041533679264539
0.4,0.66,0.11,0.02288476934042916
0.4,0.66,0.12,0.025438390551709232
0.4,0.66,0.13,0.028078295868671145
0.4,0.66,0.14,0.030806865847179704
0.4,0.66,0.15,0.03362655221620893
0.4,0.66,0.16,0.03653997102496772
0.4,0.66,0.17,0.03954989536989823
0.4,0.66,0.18,0.0426592592911826
0.4,0.66,0.19,0.04587115435342066
0.4,0.66,0.2,0.04918885410567341
0.4,0.66,0.21,0.05261580107528465
0.4,0.66,0.22,0.05615561800941326
0.4,0.66,0.23,0.059812140744566165
0.4,0.66,0.24,0.0635893950973891
0.4,0.66,0.25,0.06749162635219348
0.4,0.66,0.26,0.07152330646389873
0.4,0.66,0.27,0.0756891619212293
0.4,0.66,0.28,0.07999414411684692
0.4,0.66,0.29,0.0844435055572776
0.4,0.66,0.3,0.0890427724623232
0.4,0.66,0.31,0.09379777991891607
0.4,0.66,0.32,0.09871468935262578
0.4,0.66,0.33,0.10380001031691925
0.4,0.66,0.34,0.10906062418571422
0.4,0.66,0.35,0.11450380994029134
0.4,0.66,0.36,0.12013727211977461
0.4,0.66,0.37,0.1259691696411742
0.4,0.66,0.38,0.1320081622536648
0.4,0.66,0.39,0.13826341763684627
0.4,0.66,0.4,0.144744682894286
0.4,0.66,0.41,0.1514623118727174
0.4,0.66,0.42,0.1584273165762959
0.4,0.66,0.43,0.16565141989613347
0.4,0.66,0.44,0.1731471135935511
0.4,0.66,0.45,0.18092772214339445
0.4,0.66,0.46,0.18900747311104754
0.4,0.66,0.47,0.19740157479301093
0.4,0.66,0.48,0.206126301892863
0.4,0.66,0.49,0.21519910701866735
0.4,0.66,0.5,0.22463868133252143
0.4,0.66,0.51,0.23446512729458824
0.4,0.66,0.52,0.2447000601976168
0.4,0.66,0.53,0.25536676219992066
0.4,0.66,0.54,0.2664903475605806
0.4,0.66,0.55,0.27809794817975764
0.4,0.66,0.56,0.2902189224122859
0.4,0.66,0.57,0.3028850905025104
0.4,0.66,0.58,0.31613100027093716
0.4,0.66,0.59,0.3299942265014614
0.4,0.66,0.6,0.3445157645857688
0.4,0.68,0.05,0.009232061961461455
0.4,0.68,0.06,0.011293582859097998
0.4,0.68,0.07,0.013428579104413047
0.4,0.68,0.08,0.01563825816252718
0.4,0.68,0.09,0.01792418401256725
0.4,0.68,0.1,0.02028798503587206
0.4,0.68,0.11,0.022731464634713365
0.4,0.68,0.12,0.025256576976533135
0.4,0.68,0.13,0.027865425326545075
0.4,0.68,0.14,0.03056023879388234
0.4,0.68,0.15,0.033343413976158115
0.4,0.68,0.16,0.036217477612267804
0.4,0.68,0.17,0.039185106927201285
0.4,0.68,0.18,0.04224913410593385
0.4,0.68,0.19,0.045412537948155356
0.4,0.68,0.2,0.048678486696829865
0.4,0.68,0.21,0.05205026221546311
0.4,0.68,0.22,0.05553140410074042
0.4,0.68,0.23,0.059125575911644405
0.4,0.68,0.24,0.06283666117031676
0.4,0.68,0.25,0.06666874649032968
0.4,0.68,0.26,0.07062613578173825
0.4,0.68,0.27,0.07471336821388093
0.4,0.68,0.28,0.07893522730482071
0.4,0.68,0.29,0.08329674485186433
0.4,0.68,0.3,0.08780324005039186
0.4,0.68,0.31,0.09246032167082219
0.4,0.68,0.32,0.09727391084580056
0.4,0.68,0.33,0.10225026187763105
0.4,0.68,0.34,0.1073959848706005
0.4,0.68,0.35,0.11271807034270559
0.4,0.68,0.36,0.11822391602912695
0.4,0.68,0.37,0.12392135493030791
0.4,0.68,0.38,0.12981868527736679
0.4,0.68,0.39,0.13592473579473838
0.4,0.68,0.4,0.1422488276354063
0.4,0.68,0.41,0.1488009006720931
0.4,0.68,0.42,0.15559151432439194
0.4,0.68,0.43,0.16263190718117687
0.4,0.68,0.44,0.16993405225787073
0.4,0.68,0.45,0.1775107178338655
0.4,0.68,0.46,0.1853755345184345
0.4,0.68,0.47,0.1935430692563662
0.4,0.68,0.48,0.20202890705284687
0.4,0.68,0.49,0.21084974117017888
0.4,0.68,0.5,0.2200235008142466
0.4,0.68,0.51,0.22956938640300104
0.4,0.68,0.52,0.2395080881059636
0.4,0.68,0.53,0.24986187398706167
0.4,0.68,0.54,0.26065475842516933
0.4,0.68,0.55,0.27191267853798795
0.4,0.68,0.56,0.2836636927058902
0.4,0.68,0.57,0.29593820448769376
0.4,0.68,0.58,0.30876921547032454
0.4,0.68,0.59,0.3221926110213358
0.4,0.68,0.6,0.3362474819726914
0.4,0.7,0.05,0.00920294983664162
0.4,0.7,0.06,0.011252363248431119
0.4,0.7,0.07,0.013373228040106846
0.4,0.7,0.08,0.015566729025239659
0.4,0.7,0.09,0.017834411204370317
0.4,0.7,0.1,0.020177865432733488
0.4,0.7,0.11,0.022598850936509575
0.4,0.7,0.12,0.025099270663531174
0.4,0.7,0.13,0.02768117075274471
0.4,0.7,0.14,0.030346713956199547
0.4,0.7,0.15,0.033098228536258247
0.4,0.7,0.16,0.03593816450633543
0.4,0.7,0.17,0.03886911678042524
0.4,0.7,0.18,0.04189383046075768
0.4,0.7,0.19,0.04501518647655489
0.4,0.7,0.2,0.04823624510239749
0.4,0.7,0.21,0.051560214249738
0.4,0.7,0.22,0.054990480817086095
0.4,0.7,0.23,0.05853060458796932
0.4,0.7,0.24,0.06218433842984238
0.4,0.7,0.25,0.0659556327398061
0.4,0.7,0.26,0.06984864714243816
0.4,0.7,0.27,0.07386776150683484
0.4,0.7,0.28,0.0780176117347012
0.4,0.7,0.29,0.08230304348413034
0.4,0.7,0.3,0.08672919734723245
0.4,0.7,0.31,0.09130148796711042
0.4,0.7,0.32,0.09602563039240473
0.4,0.7,0.33,0.10090766004956153
0.4,0.7,0.34,0.10595395445841445
0.4,0.7,0.35,0.11117125685048225
0.4,0.7,0.36,0.1165667019156089
0.4,0.7,0.37,0.12214784312943902
0.4,0.7,0.38,0.12792268168981044
0.4,0.7,0.39,0.1338997200001055
0.4,0.7,0.4,0.1400879494264774
0.4,0.7,0.41,0.1464969438125048
0.4,0.7,0.42,0.15313687507173013
0.4,0.7,0.43,0.16001856720771535
0.4,0.7,0.44,0.16715354924857445
0.4,0.7,0.45,0.1745541135213896
0.4,0.7,0.46,0.18223337989142924
0.4,0.7,0.47,0.19020536665884638
0.4,0.7,0.48,0.19848506888080011
0.4,0.7,0.49,0.20708854487358744
0.4,0.7,0.5,0.21603303151059897
0.4,0.7,0.51,0.22533699831888968
0.4,0.7,0.52,0.23502033183263776
0.4,0.7,0.53,0.2451044337993889
0.4,0.7,0.54,0.25561237920737007
0.4,0.7,0.55,0.26656908495506165
0.4,0.7,0.56,0.27800149962682974
0.4,0.7,0.57,0.28993881752399925
0.4,0.7,0.58,0.30241272051969564
0.4,0.7,0.59,0.31545765165167455
0.4,0.7,0.6,0.32911112426879113
0.4,0.72,0.05,0.009178492610396419
0.4,0.72,0.06,0.011217702559275162
0.4,0.72,0.07,0.01332661434055793
0.4,0.72,0.08,0.015506500023162147
0.4,0.72,0.09,0.01775878205500942
0.4,0.72,0.1,0.020085055364543206
0.4,0.72,0.11,0.022487042115632867
0.4,0.72,0.12,0.024966602331011473
0.4,0.72,0.13,0.027525734456625966
0.4,0.72,0.14,0.03016654517044253
0.4,0.72,0.15,0.03289130593253776
0.4,0.72,0.16,0.03570240236212787
0.4,0.72,0.17,0.03860236040190323
0.4,0.72,0.18,0.04159385254352946
0.4,0.72,0.19,0.044679676695035406
0.4,0.72,0.2,0.04786281261151298
0.4,0.72,0.21,0.05114637803579568
0.4,0.72,0.22,0.054533661982100044
0.4,0.72,0.23,0.05802812514883273
0.4,0.72,0.24,0.061633412019586234
0.4,0.72,0.25,0.0653533588803473
0.4,0.72,0.26,0.06919200447169357
0.4,0.72,0.27,0.07315360076195543
0.4,0.72,0.28,0.07724264398917287
0.4,0.72,0.29,0.08146383980057931
0.4,0.72,0.3,0.08582217401915941
0.4,0.72,0.31,0.09032289877967993
0.4,0.72,0.32,0.09497155663770458
0.4,0.72,0.33,0.09977399984025861
0.4,0.72,0.34,0.10473641128122375
0.4,0.72,0.35,0.10986532729119872
0.4,0.72,0.36,0.1151676624451329
0.4,0.72,0.37,0.12065073636898585
0.4,0.72,0.38,0.1263223014460906
0.4,0.72,0.39,0.13219058932463323
0.4,0.72,0.4,0.13826431312417106
0.4,0.72,0.41,0.14455274163833792
0.4,0.72,0.42,0.1510657229076128
0.4,0.72,0.43,0.15781373448707053
0.4,0.72,0.44,0.16480793444809863
0.4,0.72,0.45,0.1720602175193162
0.4,0.72,0.46,0.17958327697132193
0.4,0.72,0.47,0.18739067291966946
0.4,0.72,0.48,0.1954969077886233
0.4,0.72,0.49,0.20391750972876696
0.4,0.72,0.5,0.21266914020198607
0.4,0.72,0.51,0.22176965400056697
0.4,0.72,0.52,0.23123827082306853
0.4,0.72,0.53,0.2410956688357516
0.4,0.72,0.54,0.25136413956100456
0.4,0.72,0.55,0.26206774936530286
0.4,0.72,0.56,0.2732325215292183
0.4,0.72,0.57,0.2848866424947352
0.4,0.72,0.58,0.29706069426585535
0.4,0.72,0.59,0.3097879177241121
0.4,0.72,0.6,0.3231045110276732
0.4,0.74,0.05,0.009158779082524398
0.4,0.74,0.06,0.01118974290294173
0.4,0.74,0.07,0.013289014975445662
0.4,0.74,0.08,0.015457858155042166
0.4,0.74,0.09,0.017697675858571044
0.4,0.74,0.1,0.020010039628868506
0.4,0.74,0.11,0.022396641760793343
0.4,0.74,0.12,0.024859307724383287
0.4,0.74,0.13,0.027399997557170746
0.4,0.74,0.14,0.030020772935615114
0.4,0.74,0.15,0.03272385948339018
0.4,0.74,0.16,0.03551159108967523
0.4,0.74,0.17,0.038386438203769906
0.4,0.74,0.18,0.04135101520160853
0.4,0.74,0.19,0.04440805234193064
0.4,0.74,0.2,0.04756046545447103
0.4,0.74,0.21,0.050811299085049964
0.4,0.74,0.22,0.054163764657027436
0.4,0.74,0.23,0.05762124205722257
0.4,0.74,0.24,0.06118728895920449
0.4,0.74,0.25,0.0648656498693345
0.4,0.74,0.26,0.06866026629389459
0.4,0.74,0.27,0.07257528730595203
0.4,0.74,0.28,0.0766150972650836
0.4,0.74,0.29,0.08078428871962254
0.4,0.74,0.3,0.08508772327362012
0.4,0.74,0.31,0.08953052243715848
0.4,0.74,0.32,0.09411809012585505
0.4,0.74,0.33,0.09885613137446615
0.4,0.74,0.34,0.10375067268409774
0.4,0.74,0.35,0.10880808414732489
0.4,0.74,0.36,0.11403510353019258
0.4,0.74,0.37,0.11943886243719005
0.4,0.74,0.38,0.12502691340383093
0.4,0.74,0.39,0.13080727873459863
0.4,0.74,0.4,0.13678842534914237
0.4,0.74,0.41,0.14297939920715452
0.4,0.74,0.42,0.14938978114236348
0.4,0.74,0.43,0.15602977064161716
0.4,0.74,0.44,0.16291022807915484
0.4,0.74,0.45,0.17004272915116547
0.4,0.74,0.46,0.17743962487594048
0.4,0.74,0.47,0.18511410781821244
0.4,0.74,0.48,0.19308028526464519
0.4,0.74,0.49,0.2013532601406577
0.4,0.74,0.5,0.20994922049272893
0.4,0.74,0.51,0.21888556578136498
0.4,0.74,0.52,0.22818094311650108
0.4,0.74,0.53,0.2378554636272206
0.4,0.74,0.54,0.2479307911576393
0.4,0.74,0.55,0.2584303104593458
0.4,0.74,0.56,0.26937930389199205
0.4,0.74,0.57,0.28080515066637934
0.4,0.74,0.58,0.2927375520537036
0.4,0.74,0.59,0.30520878641802374
0.4,0.74,0.6,0.3182539982768966
0.4,0.76,0.05,0.009155693505588564
0.4,0.76,0.06,0.011185364512415722
0.4,0.76,0.07,0.013283125463149477
0.4,0.76,0.08,0.015450236834029631
0.4,0.76,0.09,0.017688099352491417
0.4,0.76,0.1,0.019998280905595
0.4,0.76,0.11,0.02238246911188639
0.4,0.76,0.12,0.02484248403561414
0.4,0.76,0.13,0.02738027972363725
0.4,0.76,0.14,0.029997910765223422
0.4,0.76,0.15,0.03269759566256606
0.4,0.76,0.16,0.03548166020197665
0.4,0.76,0.17,0.03835256615400068
0.4,0.76,0.18,0.0413129188343923
0.4,0.76,0.19,0.04436543784211643
0.4,0.76,0.2,0.04751302908541877
0.4,0.76,0.21,0.050758725628844745
0.4,0.76,0.22,0.054105726817606455
